doc_id,chars,sp_tokens,custom_tokens,delta_sp_minus_custom
22431,1719,670,693,-23
22432,931,398,413,-15
22433,16860,7272,7430,-158
22434,516,197,205,-8
22435,782,297,303,-6
22436,5953,2484,2525,-41
22437,632,256,268,-12
22438,1940,911,924,-13
22439,890,500,516,-16
22440,2864,1124,1185,-61
22441,1134,475,486,-11
22442,702,332,346,-14
22443,364,199,208,-9
22444,3686,1514,1579,-65
22445,945,431,440,-9
22446,324,142,147,-5
22447,467,226,240,-14
22448,2782,1565,1610,-45
22449,5965,2414,2511,-97
22450,1366,595,602,-7
22451,574,273,276,-3
22452,2487,985,1015,-30
22453,3095,1218,1278,-60
22454,15042,6278,6398,-120
22455,3328,1462,1542,-80
22456,3295,1364,1395,-31
22457,2121,865,878,-13
22458,14931,5728,5868,-140
22459,1477,607,646,-39
22460,931,413,418,-5
22461,849,367,380,-13
22462,3927,1776,1827,-51
22463,4268,1870,1941,-71
22464,41071,19151,19634,-483
22465,611,277,286,-9
22466,12247,5011,5238,-227
22467,4905,1891,1941,-50
22468,527,210,226,-16
22469,9590,3698,3807,-109
22470,1657,687,712,-25
22471,4072,1643,1667,-24
22472,2883,1305,1328,-23
22473,3110,1315,1363,-48
22474,670,275,280,-5
22475,1300,509,517,-8
22476,1573,633,651,-18
22477,3093,1294,1327,-33
22478,882,376,386,-10
22479,1191,500,526,-26
22480,2485,1002,1039,-37
22481,10993,4646,4746,-100
22482,6459,2480,2557,-77
22483,3371,1449,1495,-46
22484,1437,568,589,-21
22485,465,190,194,-4
22486,1465,618,623,-5
22487,417,193,200,-7
22488,1219,558,566,-8
22489,10350,4583,4684,-101
22490,840,358,372,-14
22491,6956,3817,3891,-74
22492,1677,735,751,-16
22493,1850,827,864,-37
22494,4952,1946,1993,-47
22495,16871,7325,7430,-105
22496,354,166,175,-9
22497,1173,471,490,-19
22498,3629,1443,1509,-66
22499,366,185,193,-8
22500,1116,517,521,-4
22501,3022,1189,1229,-40
22502,1793,727,752,-25
22503,397,158,165,-7
22504,3194,1167,1219,-52
22505,1897,762,776,-14
22506,5273,2288,2321,-33
22507,3013,1101,1169,-68
22508,426,162,172,-10
22509,1472,593,622,-29
22510,3542,1363,1426,-63
22511,3016,1229,1252,-23
22512,2051,904,933,-29
22513,958,403,404,-1
22514,1220,521,533,-12
22515,1425,576,605,-29
22516,1789,848,863,-15
22517,620,257,284,-27
22518,699,274,284,-10
22519,2817,1209,1267,-58
22520,670,274,280,-6
22521,5090,2178,2258,-80
22522,6911,2660,2698,-38
22523,3581,1418,1449,-31
22524,401,183,192,-9
22525,834,385,404,-19
22526,1578,627,642,-15
22527,2789,1053,1085,-32
22528,5515,2223,2274,-51
22529,1026,419,437,-18
22530,1014,408,425,-17
22531,1799,748,766,-18
22532,3809,1466,1513,-47
22533,5703,2373,2422,-49
22534,2869,1285,1312,-27
22535,417,196,201,-5
22536,1244,554,569,-15
22537,1782,707,760,-53
22538,3457,1406,1443,-37
22539,2811,1048,1076,-28
22540,2633,982,995,-13
22541,1097,458,478,-20
22542,1749,782,826,-44
22543,3299,1304,1352,-48
22544,1171,451,470,-19
22545,472,220,225,-5
22546,1112,443,457,-14
22547,2035,882,918,-36
22548,1697,819,845,-26
22549,1773,715,733,-18
22550,2301,892,935,-43
22551,1125,412,418,-6
22552,624,283,311,-28
22553,421,182,195,-13
22554,1905,809,848,-39
22555,464,219,228,-9
22556,1995,842,853,-11
22557,1429,699,701,-2
22558,2844,1079,1103,-24
22559,4016,1923,1991,-68
22560,723,319,334,-15
22561,1124,446,458,-12
22562,762,347,350,-3
22563,798,338,342,-4
22564,4244,1832,1866,-34
22565,5469,2133,2203,-70
22566,2964,1143,1155,-12
22567,3816,1486,1570,-84
22568,1907,881,927,-46
22569,21863,8455,8795,-340
22570,3627,1417,1458,-41
22571,1108,460,465,-5
22572,3720,1462,1498,-36
22573,1207,651,661,-10
22574,308,136,146,-10
22575,3418,1459,1487,-28
22576,9412,4362,4495,-133
22577,2950,1296,1370,-74
22578,4346,1786,1835,-49
22579,798,309,316,-7
22580,2119,816,852,-36
22581,2218,1041,1082,-41
22582,5745,2597,2666,-69
22583,765,298,310,-12
22584,3319,1331,1376,-45
22585,1422,540,562,-22
22586,573,305,302,3
22587,660,267,269,-2
22588,6668,2793,2913,-120
22589,1715,812,845,-33
22590,653,284,289,-5
22591,4993,1906,1983,-77
22592,1267,518,535,-17
22593,722,291,301,-10
22594,10788,4284,4386,-102
22595,897,371,392,-21
22596,9006,3510,3579,-69
22597,2196,913,922,-9
22598,1198,495,530,-35
22599,1847,755,780,-25
22600,504,191,201,-10
22601,2349,873,914,-41
22602,1342,567,586,-19
22603,1566,655,677,-22
22604,4729,1920,1995,-75
22605,1558,705,737,-32
22606,3325,1371,1428,-57
22607,3075,1201,1238,-37
22608,445,176,189,-13
22609,1477,614,645,-31
22610,1020,450,466,-16
22611,2527,1073,1091,-18
22612,3671,1608,1639,-31
22613,1135,454,460,-6
22614,594,287,295,-8
22615,1364,563,583,-20
22616,1253,508,528,-20
22617,507,194,196,-2
22618,858,402,426,-24
22619,2296,839,864,-25
22620,640,259,267,-8
22621,732,270,281,-11
22622,697,330,332,-2
22623,2583,1100,1137,-37
22624,4983,2216,2252,-36
22625,11251,4448,4591,-143
22626,3854,1533,1572,-39
22627,1208,528,540,-12
22628,1567,677,698,-21
22629,1044,504,510,-6
22630,3399,1462,1488,-26
22631,1172,473,488,-15
22632,2774,1002,1107,-105
22633,3168,1254,1297,-43
22634,650,271,277,-6
22635,1178,530,542,-12
22636,2901,1265,1279,-14
22637,2049,901,928,-27
22638,1359,638,648,-10
22639,2326,917,941,-24
22640,1294,512,525,-13
22641,2290,892,918,-26
22642,512,211,220,-9
22643,611,221,227,-6
22644,633,284,296,-12
22645,1250,474,486,-12
22646,1718,738,753,-15
22647,719,323,335,-12
22648,890,418,436,-18
22649,1359,580,590,-10
22650,1622,737,751,-14
22651,1122,454,459,-5
22652,759,290,302,-12
22653,492,208,211,-3
22654,1885,813,846,-33
22655,2841,1418,1447,-29
22656,616,283,292,-9
22657,1867,737,757,-20
22658,301,122,127,-5
22659,2115,829,846,-17
22660,9898,3869,3926,-57
22661,464,211,223,-12
22662,2216,808,837,-29
22663,388,156,169,-13
22664,7109,3045,3104,-59
22665,553,238,246,-8
22666,2287,909,946,-37
22667,3422,1380,1454,-74
22668,5646,2276,2349,-73
22669,3346,1329,1371,-42
22670,1479,709,721,-12
22671,3911,1646,1687,-41
22672,553,272,279,-7
22673,2228,959,960,-1
22674,533,332,334,-2
22675,2968,1376,1406,-30
22676,4327,1770,1829,-59
22677,3098,1285,1323,-38
22678,1670,788,809,-21
22679,3634,1469,1493,-24
22680,2143,1111,1151,-40
22681,503,233,241,-8
22682,1343,654,668,-14
22683,863,398,404,-6
22684,751,318,336,-18
22685,2842,1341,1373,-32
22686,424,206,218,-12
22687,2744,962,1017,-55
22688,2677,925,953,-28
22689,494,189,200,-11
22690,2456,1230,1254,-24
22691,3408,1602,1648,-46
22692,721,391,404,-13
22693,603,264,267,-3
22694,1829,779,793,-14
22695,2137,866,865,1
22696,4150,1750,1803,-53
22697,754,321,331,-10
22698,512,199,208,-9
22699,920,391,400,-9
22700,1738,757,772,-15
22701,5321,2123,2186,-63
22702,1926,761,790,-29
22703,713,333,341,-8
22704,838,365,383,-18
22705,1102,499,519,-20
22706,297,152,154,-2
22707,2079,921,976,-55
22708,8993,3864,4017,-153
22709,410,177,185,-8
22710,2954,1246,1270,-24
22711,1658,721,734,-13
22712,681,288,291,-3
22713,2607,1249,1281,-32
22714,3244,1389,1435,-46
22715,793,403,428,-25
22716,715,349,365,-16
22717,3661,1559,1597,-38
22718,4325,1709,1761,-52
22719,1113,478,489,-11
22720,4513,1816,1883,-67
22721,1455,624,644,-20
22722,2748,1054,1098,-44
22723,3361,1321,1340,-19
22724,2361,1032,1067,-35
22725,3779,1487,1532,-45
22726,525,245,257,-12
22727,4262,1773,1825,-52
22728,1115,509,525,-16
22729,832,378,383,-5
22730,636,289,293,-4
22731,1532,605,613,-8
22732,748,366,384,-18
22733,3062,1206,1239,-33
22734,5110,2192,2228,-36
22735,1183,445,465,-20
22736,1082,473,488,-15
22737,3212,1442,1530,-88
22738,4469,2062,2122,-60
22739,780,294,304,-10
22740,1123,481,495,-14
22741,436,192,198,-6
22742,1996,805,830,-25
22743,552,208,219,-11
22744,2363,970,1004,-34
22745,718,306,310,-4
22746,727,423,420,3
22747,810,306,317,-11
22748,525,275,282,-7
22749,1327,568,581,-13
22750,354,143,153,-10
22751,612,268,277,-9
22752,418,185,195,-10
22753,1994,861,877,-16
22754,2453,941,971,-30
22755,2580,1004,1033,-29
22756,2325,960,992,-32
22757,951,356,379,-23
22758,6227,2690,2746,-56
22759,606,263,276,-13
22760,1912,753,782,-29
22761,1417,622,633,-11
22762,630,316,331,-15
22763,1281,542,554,-12
22764,1753,669,709,-40
22765,1037,481,529,-48
22766,4422,1889,1955,-66
22767,1358,532,568,-36
22768,12812,4735,4858,-123
22769,1270,533,558,-25
22770,1060,540,560,-20
22771,2137,861,885,-24
22772,4222,1875,1924,-49
22773,892,366,379,-13
22774,5936,2498,2572,-74
22775,852,373,385,-12
22776,1157,500,503,-3
22777,3270,1301,1349,-48
22778,2676,1023,1068,-45
22779,4479,1707,1715,-8
22780,4125,1683,1736,-53
22781,457,195,205,-10
22782,508,205,212,-7
22783,1071,436,430,6
22784,1491,633,639,-6
22785,1652,635,648,-13
22786,1072,437,454,-17
22787,4536,1770,1843,-73
22788,3239,1625,1737,-112
22789,2265,869,880,-11
22790,3071,1229,1270,-41
22791,1599,861,872,-11
22792,520,265,272,-7
22793,545,268,274,-6
22794,2408,927,955,-28
22795,1860,714,738,-24
22796,814,307,323,-16
22797,7765,3359,3539,-180
22798,4005,1646,1668,-22
22799,2647,1040,1059,-19
22800,860,406,411,-5
22801,1476,577,598,-21
22802,2499,1220,1265,-45
22803,1971,801,818,-17
22804,388,145,149,-4
22805,2608,1057,1074,-17
22806,1024,418,434,-16
22807,387,195,198,-3
22808,915,346,359,-13
22809,4891,1951,2037,-86
22810,2210,956,981,-25
22811,1248,659,687,-28
22812,5462,2386,2429,-43
22813,360,155,159,-4
22814,1390,631,653,-22
22815,1055,468,471,-3
22816,1087,490,522,-32
22817,9320,3671,3770,-99
22818,2162,884,904,-20
22819,2406,1025,1091,-66
22820,1899,977,990,-13
22821,5615,2333,2379,-46
22822,6284,2525,2630,-105
22823,500,231,249,-18
22824,2609,1150,1184,-34
22825,4671,1881,1942,-61
22826,4124,1822,1864,-42
22827,5746,2152,2208,-56
22828,1616,682,705,-23
22829,4440,1793,1821,-28
22830,748,368,388,-20
22831,987,401,417,-16
22832,931,372,382,-10
22833,968,410,416,-6
22834,2576,1071,1088,-17
22835,1764,787,805,-18
22836,907,377,391,-14
22837,955,384,389,-5
22838,2112,886,920,-34
22839,575,236,248,-12
22840,5215,2380,2456,-76
22841,920,430,435,-5
22842,1823,772,784,-12
22843,1131,514,525,-11
22844,3242,1395,1413,-18
22845,4958,1873,1919,-46
22846,2254,893,928,-35
22847,690,375,388,-13
22848,4331,2132,2158,-26
22849,2348,864,901,-37
22850,1097,443,452,-9
22851,1023,504,509,-5
22852,1745,753,741,12
22853,1964,885,906,-21
22854,979,454,461,-7
22855,793,378,383,-5
22856,1110,489,502,-13
22857,8402,3173,3271,-98
22858,5566,2320,2385,-65
22859,10069,3795,3897,-102
22860,1073,413,421,-8
22861,834,351,372,-21
22862,9132,3619,3724,-105
22863,1965,789,811,-22
22864,4850,1924,2003,-79
22865,478,202,211,-9
22866,2526,1123,1128,-5
22867,21114,7935,8110,-175
22868,3341,1516,1559,-43
22869,810,341,352,-11
22870,437,195,201,-6
22871,2120,862,890,-28
22872,336,136,142,-6
22873,765,281,286,-5
22874,4304,1763,1829,-66
22875,3028,1216,1246,-30
22876,4098,1686,1747,-61
22877,4847,1915,1987,-72
22878,987,428,439,-11
22879,1926,750,789,-39
22880,1400,676,680,-4
22881,1417,491,497,-6
22882,641,234,243,-9
22883,3133,1248,1292,-44
22884,614,265,268,-3
22885,9172,3945,4017,-72
22886,1456,622,649,-27
22887,1239,625,633,-8
22888,1898,727,743,-16
22889,3905,1589,1612,-23
22890,996,454,458,-4
22891,1541,609,624,-15
22892,4714,1894,1967,-73
22893,934,395,405,-10
22894,907,392,400,-8
22895,977,371,371,0
22896,3625,1518,1545,-27
22897,5561,2475,2519,-44
22898,1937,846,859,-13
22899,1077,532,546,-14
22900,423,174,178,-4
22901,3284,1305,1338,-33
22902,2936,1210,1245,-35
22903,776,342,353,-11
22904,6244,2408,2490,-82
22905,621,300,308,-8
22906,1482,653,667,-14
22907,364,164,168,-4
22908,897,364,374,-10
22909,3498,1361,1382,-21
22910,684,306,308,-2
22911,853,335,353,-18
22912,1077,412,434,-22
22913,864,404,420,-16
22914,1727,750,778,-28
22915,2995,1306,1352,-46
22916,1013,430,442,-12
22917,289,110,116,-6
22918,5989,2485,2550,-65
22919,2093,828,849,-21
22920,1482,575,592,-17
22921,1570,611,633,-22
22922,2667,1051,1085,-34
22923,15520,6744,6803,-59
22924,5535,2212,2293,-81
22925,3245,1272,1303,-31
22926,1011,440,456,-16
22927,1113,448,463,-15
22928,7537,3081,3173,-92
22929,6307,2531,2599,-68
22930,2257,928,954,-26
22931,3093,1257,1282,-25
22932,850,370,384,-14
22933,2956,1140,1167,-27
22934,4801,2182,2263,-81
22935,1543,726,740,-14
22936,1434,592,608,-16
22937,3081,1233,1269,-36
22938,499,243,246,-3
22939,485,208,217,-9
22940,2984,1316,1353,-37
22941,741,308,312,-4
22942,7374,3843,3930,-87
22943,5184,2157,2228,-71
22944,960,421,445,-24
22945,791,326,351,-25
22946,1128,470,481,-11
22947,2385,1113,1145,-32
22948,1438,587,602,-15
22949,3172,1281,1330,-49
22950,1352,623,635,-12
22951,1753,720,736,-16
22952,12686,5208,5283,-75
22953,6321,2820,2900,-80
22954,697,298,311,-13
22955,2860,1215,1237,-22
22956,735,342,341,1
22957,1931,720,742,-22
22958,254,118,127,-9
22959,2341,953,992,-39
22960,1443,551,562,-11
22961,2050,880,912,-32
22962,492,227,230,-3
22963,3154,1282,1325,-43
22964,1285,552,571,-19
22965,1640,676,714,-38
22966,1419,568,600,-32
22967,10210,3678,3797,-119
22968,671,326,332,-6
22969,2969,1204,1240,-36
22970,1550,641,667,-26
22971,4212,1651,1690,-39
22972,855,355,376,-21
22973,2928,1114,1134,-20
22974,380,168,172,-4
22975,2725,1121,1162,-41
22976,416,173,183,-10
22977,1998,834,849,-15
22978,1026,430,449,-19
22979,997,402,394,8
22980,14608,5644,5857,-213
22981,2932,1166,1213,-47
22982,572,220,224,-4
22983,1241,532,542,-10
22984,10255,4520,4606,-86
22985,608,238,248,-10
22986,2942,1155,1182,-27
22987,5363,2275,2336,-61
22988,793,347,362,-15
22989,1433,584,607,-23
22990,507,214,218,-4
22991,584,244,250,-6
22992,3439,1535,1573,-38
22993,1668,702,705,-3
22994,6515,2546,2614,-68
22995,3836,1577,1631,-54
22996,1980,808,821,-13
22997,8954,3590,3700,-110
22998,3481,1398,1428,-30
22999,3103,1408,1476,-68
23000,1620,683,697,-14
23001,1716,701,729,-28
23002,4701,1744,1836,-92
23003,759,312,317,-5
23004,1701,755,780,-25
23005,9150,3460,3482,-22
23006,669,295,305,-10
23007,1220,525,538,-13
23008,802,311,323,-12
23009,2324,944,968,-24
23010,455,183,189,-6
23011,1053,429,456,-27
23012,1860,737,759,-22
23013,2091,867,892,-25
23014,1426,574,596,-22
23015,2607,1030,1049,-19
23016,3760,1475,1531,-56
23017,3819,1533,1581,-48
23018,1977,746,769,-23
23019,10524,4146,4282,-136
23020,573,251,255,-4
23021,1345,534,562,-28
23022,915,365,374,-9
23023,2103,783,807,-24
23024,488,196,205,-9
23025,1204,532,545,-13
23026,6769,3161,3241,-80
23027,4331,1812,1868,-56
23028,741,322,332,-10
23029,469,221,222,-1
23030,547,213,222,-9
23031,1434,690,697,-7
23032,392,182,186,-4
23033,410,208,217,-9
23034,1663,594,611,-17
23035,2939,1564,1586,-22
23036,13352,6098,6238,-140
23037,2883,1199,1241,-42
23038,306,155,162,-7
23039,1529,645,643,2
23040,3132,1256,1283,-27
23041,1298,649,671,-22
23042,3040,1177,1216,-39
23043,2084,872,893,-21
23044,2598,1106,1139,-33
23045,2585,1076,1110,-34
23046,3036,1617,1632,-15
23047,6751,2644,2676,-32
23048,3368,1381,1418,-37
23049,2870,1130,1175,-45
23050,7136,3655,3724,-69
23051,1549,725,739,-14
23052,3959,1826,1876,-50
23053,1269,551,554,-3
23054,5088,2221,2294,-73
23055,2381,1144,1173,-29
23056,467,204,203,1
23057,814,310,323,-13
23058,1245,517,522,-5
23059,1872,905,959,-54
23060,1024,449,470,-21
23061,3826,1788,1836,-48
23062,1110,457,472,-15
23063,974,446,468,-22
23064,1518,631,654,-23
23065,1462,593,610,-17
23066,2290,1091,1095,-4
23067,2399,949,974,-25
23068,21069,9358,9488,-130
23069,7397,3102,3215,-113
23070,509,235,243,-8
23071,1668,686,680,6
23072,893,360,361,-1
23073,13972,6726,6854,-128
23074,2305,922,951,-29
23075,362,177,183,-6
23076,3110,1208,1208,0
23077,2617,1027,1059,-32
23078,1554,648,672,-24
23079,2578,1135,1163,-28
23080,3900,1605,1648,-43
23081,878,351,361,-10
23082,1793,730,766,-36
23083,2782,1172,1207,-35
23084,948,401,399,2
23085,5826,2314,2365,-51
23086,327,143,150,-7
23087,1429,709,747,-38
23088,544,243,254,-11
23089,2169,878,921,-43
23090,3093,1233,1260,-27
23091,1663,649,659,-10
23092,597,231,236,-5
23093,1113,477,484,-7
23094,1167,460,470,-10
23095,786,339,348,-9
23096,850,370,379,-9
23097,273,138,143,-5
23098,846,367,379,-12
23099,2978,1253,1297,-44
23100,598,253,260,-7
23101,1314,570,578,-8
23102,4608,1912,1993,-81
23103,693,303,311,-8
23104,549,243,247,-4
23105,1009,404,428,-24
23106,1174,461,482,-21
23107,2738,1098,1163,-65
23108,869,374,382,-8
23109,2263,1048,1079,-31
23110,3069,1287,1315,-28
23111,1026,492,516,-24
23112,1819,771,786,-15
23113,9036,3661,3742,-81
23114,17255,7591,7874,-283
23115,35270,17259,17483,-224
23116,7466,2836,2871,-35
23117,1139,449,457,-8
23118,630,297,310,-13
23119,4235,1795,1828,-33
23120,20947,8853,9075,-222
23121,731,324,333,-9
23122,862,375,396,-21
23123,1829,746,779,-33
23124,2130,845,882,-37
23125,6859,2656,2762,-106
23126,852,386,394,-8
23127,747,331,337,-6
23128,1515,657,671,-14
23129,508,229,240,-11
23130,6201,2404,2494,-90
23131,1797,744,754,-10
23132,286,141,146,-5
23133,13430,6498,6664,-166
23134,580,243,249,-6
23135,354,176,182,-6
23136,5169,2062,2088,-26
23137,609,282,289,-7
23138,537,244,250,-6
23139,3886,1582,1648,-66
23140,2337,966,1022,-56
23141,654,279,291,-12
23142,1898,739,756,-17
23143,717,270,276,-6
23144,2524,1005,1037,-32
23145,2269,907,919,-12
23146,2763,1138,1166,-28
23147,445,202,202,0
23148,280,118,128,-10
23149,362,151,159,-8
23150,2093,893,911,-18
23151,1619,655,701,-46
23152,776,321,333,-12
23153,692,255,272,-17
23154,331,167,171,-4
23155,334,141,146,-5
23156,891,360,368,-8
23157,1488,585,599,-14
23158,310,130,140,-10
23159,770,304,318,-14
23160,1564,586,599,-13
23161,1726,778,821,-43
23162,1217,462,475,-13
23163,569,226,230,-4
23164,388,171,176,-5
23165,19469,7521,8070,-549
23166,7026,2997,3117,-120
23167,3247,1400,1448,-48
23168,1045,411,423,-12
23169,2438,1052,1084,-32
23170,3214,1485,1511,-26
23171,413,185,196,-11
23172,2476,1017,1050,-33
23173,4670,1994,2047,-53
23174,795,365,361,4
23175,2989,1265,1297,-32
23176,2589,1166,1243,-77
23177,1092,498,508,-10
23178,11500,4722,4843,-121
23179,5137,2140,2194,-54
23180,322,143,149,-6
23181,5568,2282,2303,-21
23182,4319,1795,1878,-83
23183,6128,2617,2678,-61
23184,2790,1080,1127,-47
23185,1424,560,580,-20
23186,8961,3588,3756,-168
23187,675,288,296,-8
23188,403,172,179,-7
23189,225,109,115,-6
23190,7717,3262,3370,-108
23191,2881,1148,1179,-31
23192,566,293,301,-8
23193,1871,761,800,-39
23194,4369,1667,1712,-45
23195,1052,470,478,-8
23196,814,371,386,-15
23197,1015,409,414,-5
23198,3735,1421,1464,-43
23199,2398,1007,1038,-31
23200,1249,531,545,-14
23201,2676,1004,1036,-32
23202,488,209,220,-11
23203,809,308,312,-4
23204,963,422,435,-13
23205,1996,836,875,-39
23206,486,227,228,-1
23207,1695,749,774,-25
23208,310,119,125,-6
23209,1825,855,896,-41
23210,4015,1680,1712,-32
23211,1358,546,548,-2
23212,365,167,172,-5
23213,896,336,337,-1
23214,1832,759,782,-23
23215,9251,3797,3876,-79
23216,3342,1315,1373,-58
23217,1785,882,908,-26
23218,2111,878,900,-22
23219,852,392,403,-11
23220,6880,2861,2966,-105
23221,11729,4613,4798,-185
23222,2605,1144,1184,-40
23223,7399,2913,2979,-66
23224,1909,826,866,-40
23225,6724,2866,2968,-102
23226,295,140,153,-13
23227,5013,2040,2124,-84
23228,689,344,345,-1
23229,5523,2245,2323,-78
23230,1065,391,411,-20
23231,1696,635,653,-18
23232,9056,3646,3683,-37
23233,3173,1332,1358,-26
23234,2653,1050,1085,-35
23235,1286,609,656,-47
23236,1400,543,565,-22
23237,5310,2183,2257,-74
23238,709,289,310,-21
23239,1462,610,627,-17
23240,7682,3122,3263,-141
23241,8385,3609,3708,-99
23242,5864,2286,2394,-108
23243,26981,10782,11190,-408
23244,3878,1742,1817,-75
23245,1696,628,671,-43
23246,10038,4341,4430,-89
23247,1318,526,542,-16
23248,547,218,232,-14
23249,744,318,326,-8
23250,671,271,286,-15
23251,852,328,337,-9
23252,3796,1556,1594,-38
23253,647,253,255,-2
23254,31229,13576,13925,-349
23255,2046,851,861,-10
23256,1377,656,664,-8
23257,550,251,253,-2
23258,1880,807,827,-20
23259,5216,2184,2216,-32
23260,741,334,355,-21
23261,546,267,265,2
23262,527,250,268,-18
23263,1534,588,614,-26
23264,338,148,156,-8
23265,1575,629,648,-19
23266,701,262,261,1
23267,2998,1215,1260,-45
23268,590,240,244,-4
23269,698,295,305,-10
23270,1869,732,759,-27
23271,992,400,419,-19
23272,3061,1184,1221,-37
23273,998,474,483,-9
23274,3114,1398,1411,-13
23275,2019,850,879,-29
23276,1798,741,761,-20
23277,38766,18116,18221,-105
23278,1004,452,469,-17
23279,6098,2445,2551,-106
23280,6562,2599,2649,-50
23281,3846,1439,1522,-83
23282,3389,1369,1417,-48
23283,1867,819,857,-38
23284,2749,1123,1149,-26
23285,891,365,370,-5
23286,458,239,241,-2
23287,1846,965,963,2
23288,1542,606,622,-16
23289,1046,430,450,-20
23290,1523,633,649,-16
23291,2459,958,976,-18
23292,1321,598,632,-34
23293,2768,1040,1065,-25
23294,1677,659,694,-35
23295,6886,3767,3766,1
23296,3157,1285,1329,-44
23297,7742,3297,3343,-46
23298,2838,1151,1184,-33
23299,765,332,340,-8
23300,5492,2170,2228,-58
23301,1134,598,611,-13
23302,1935,747,760,-13
23303,1561,673,674,-1
23304,345,154,163,-9
23305,857,337,346,-9
23306,3328,1380,1429,-49
23307,1688,693,719,-26
23308,1826,788,801,-13
23309,3883,1590,1634,-44
23310,1852,794,785,9
23311,3382,1357,1414,-57
23312,3945,1533,1582,-49
23313,506,225,235,-10
23314,3161,1328,1357,-29
23315,2668,1143,1167,-24
23316,648,261,268,-7
23317,5226,2176,2218,-42
23318,325,139,142,-3
23319,476,203,214,-11
23320,902,375,395,-20
23321,1665,681,695,-14
23322,2907,1255,1298,-43
23323,3605,1676,1703,-27
23324,2306,926,972,-46
23325,811,378,396,-18
23326,1209,430,441,-11
23327,1869,778,813,-35
23328,5287,2309,2328,-19
23329,1384,521,558,-37
23330,598,230,241,-11
23331,2303,940,967,-27
23332,505,307,312,-5
23333,516,230,233,-3
23334,2609,1138,1157,-19
23335,814,361,377,-16
23336,870,362,377,-15
23337,2785,1413,1459,-46
23338,403,207,219,-12
23339,2035,1009,1055,-46
23340,5196,2085,2195,-110
23341,4652,1974,2051,-77
23342,1913,835,853,-18
23343,20204,9210,9414,-204
23344,1574,635,652,-17
23345,8417,3462,3594,-132
23346,6526,2869,2894,-25
23347,3078,1326,1355,-29
23348,1146,503,525,-22
23349,376,174,179,-5
23350,2974,1172,1214,-42
23351,320,155,161,-6
23352,2173,1223,1218,5
23353,1768,833,854,-21
23354,1365,572,577,-5
23355,2453,888,926,-38
23356,2521,921,933,-12
23357,24862,9429,9733,-304
23358,1897,801,829,-28
23359,326,136,135,1
23360,474,190,192,-2
23361,7507,3186,3275,-89
23362,386,168,181,-13
23363,1745,717,733,-16
23364,4099,1558,1612,-54
23365,1694,819,855,-36
23366,4914,2152,2203,-51
23367,1327,576,623,-47
23368,4410,1943,2022,-79
23369,644,296,306,-10
23370,1133,435,445,-10
23371,812,337,353,-16
23372,900,372,378,-6
23373,2865,1226,1249,-23
23374,3599,1518,1549,-31
23375,2212,868,886,-18
23376,10383,4135,4240,-105
23377,1281,571,574,-3
23378,629,242,249,-7
23379,505,223,246,-23
23380,1669,671,678,-7
23381,2333,877,893,-16
23382,2227,865,889,-24
23383,1326,588,608,-20
23384,804,349,358,-9
23385,4148,1758,1782,-24
23386,294,117,121,-4
23387,548,202,198,4
23388,43800,18678,19001,-323
23389,475,172,187,-15
23390,4394,1647,1731,-84
23391,4649,2200,2270,-70
23392,994,385,393,-8
23393,84306,35632,36696,-1064
23394,420,209,212,-3
23395,621,242,249,-7
23396,437,176,178,-2
23397,686,293,304,-11
23398,4117,1807,1871,-64
23399,2794,1165,1210,-45
23400,2295,1011,1027,-16
23401,363,156,163,-7
23402,1114,453,467,-14
23403,1025,427,445,-18
23404,1101,553,569,-16
23405,691,337,360,-23
23406,1452,603,612,-9
23407,670,289,311,-22
23408,626,269,280,-11
23409,1237,487,506,-19
23410,4350,1806,1795,11
23411,1037,455,465,-10
23412,12395,4832,4961,-129
23413,1358,541,565,-24
23414,1634,714,729,-15
23415,3571,1401,1447,-46
23416,1088,415,429,-14
23417,1457,560,577,-17
23418,2050,907,929,-22
23419,1887,776,794,-18
23420,1209,518,535,-17
23421,3310,1326,1345,-19
23422,2358,911,938,-27
23423,3418,1356,1403,-47
23424,1869,966,1002,-36
23425,3224,1290,1326,-36
23426,896,446,448,-2
23427,8781,3355,3445,-90
23428,899,393,401,-8
23429,1510,633,654,-21
23430,2991,1234,1272,-38
23431,2752,1046,1077,-31
23432,7715,3110,3201,-91
23433,1669,654,667,-13
23434,5336,2168,2249,-81
23435,1673,688,712,-24
23436,851,331,336,-5
23437,3129,1538,1597,-59
23438,2226,952,982,-30
23439,3989,1517,1559,-42
23440,1169,487,507,-20
23441,570,218,220,-2
23442,77600,35049,35948,-899
23443,5222,2102,2155,-53
23444,792,336,352,-16
23445,329,155,168,-13
23446,2814,1211,1237,-26
23447,982,449,464,-15
23448,1526,624,645,-21
23449,2629,1128,1169,-41
23450,2209,1263,1274,-11
23451,598,250,255,-5
23452,777,325,328,-3
23453,1121,448,461,-13
23454,3388,1426,1459,-33
23455,6899,2871,2951,-80
23456,4865,1816,1862,-46
23457,1038,473,478,-5
23458,748,338,344,-6
23459,682,292,322,-30
23460,655,286,289,-3
23461,2589,1030,1069,-39
23462,671,318,320,-2
23463,480,206,214,-8
23464,1178,486,506,-20
23465,697,280,276,4
23466,1472,616,654,-38
23467,959,452,470,-18
23468,4746,1784,1833,-49
23469,11680,5153,5399,-246
23470,2548,1039,1061,-22
23471,3581,1388,1395,-7
