doc_id,chars,sp_tokens,custom_tokens,delta_sp_minus_custom
11183,433,195,200,-5
11184,3692,1776,1817,-41
11185,2429,1163,1188,-25
11186,816,357,368,-11
11187,267,131,139,-8
11188,1660,703,714,-11
11189,1754,689,702,-13
11190,6591,2696,2787,-91
11191,30511,11973,12397,-424
11192,386,187,187,0
11193,314,135,139,-4
11194,3305,1270,1300,-30
11195,1603,663,681,-18
11196,1336,504,524,-20
11197,773,276,293,-17
11198,802,344,351,-7
11199,4886,2029,2094,-65
11200,7416,3113,3201,-88
11201,1523,592,612,-20
11202,498,180,189,-9
11203,1054,484,512,-28
11204,1482,582,595,-13
11205,20473,8298,8510,-212
11206,692,288,294,-6
11207,2866,1113,1142,-29
11208,6732,2815,2943,-128
11209,2989,1253,1312,-59
11210,5631,2747,2758,-11
11211,671,286,291,-5
11212,1726,751,776,-25
11213,2402,899,925,-26
11214,1315,489,511,-22
11215,948,396,411,-15
11216,1162,497,514,-17
11217,2063,774,788,-14
11218,352,144,147,-3
11219,2500,1047,1071,-24
11220,1626,714,733,-19
11221,1507,634,656,-22
11222,11971,4352,4467,-115
11223,920,432,445,-13
11224,534,227,237,-10
11225,911,373,386,-13
11226,13805,6099,6193,-94
11227,2858,1095,1119,-24
11228,590,241,251,-10
11229,614,233,253,-20
11230,3316,1511,1536,-25
11231,3047,1166,1217,-51
11232,4848,2266,2292,-26
11233,471,166,177,-11
11234,719,303,310,-7
11235,7178,3052,3124,-72
11236,10830,4717,4868,-151
11237,676,340,342,-2
11238,3767,1444,1470,-26
11239,1244,489,510,-21
11240,844,342,343,-1
11241,2545,1121,1165,-44
11242,1942,825,857,-32
11243,2786,1207,1245,-38
11244,2726,1138,1178,-40
11245,566,259,269,-10
11246,3392,1276,1309,-33
11247,1007,441,461,-20
11248,2495,1084,1092,-8
11249,688,265,274,-9
11250,1893,772,812,-40
11251,4706,2075,2056,19
11252,3037,1254,1323,-69
11253,2623,1098,1129,-31
11254,1391,585,608,-23
11255,844,403,414,-11
11256,15541,5955,6081,-126
11257,2305,866,896,-30
11258,3689,1393,1403,-10
11259,5128,2130,2207,-77
11260,3390,1503,1534,-31
11261,5185,1970,2052,-82
11262,1753,928,946,-18
11263,694,321,333,-12
11264,6055,2437,2548,-111
11265,658,263,263,0
11266,1038,413,433,-20
11267,859,348,356,-8
11268,346,142,152,-10
11269,2590,979,1016,-37
11270,400,156,165,-9
11271,4069,1819,1830,-11
11272,4483,1924,1993,-69
11273,7370,2923,2998,-75
11274,2929,1215,1249,-34
11275,2131,829,868,-39
11276,1390,612,629,-17
11277,1575,714,712,2
11278,3381,1276,1299,-23
11279,1216,484,497,-13
11280,1132,432,453,-21
11281,5270,2065,2149,-84
11282,567,264,274,-10
11283,923,341,353,-12
11284,278,113,115,-2
11285,568,261,266,-5
11286,4604,1740,1801,-61
11287,888,322,331,-9
11288,320,155,155,0
11289,317,132,137,-5
11290,8035,3409,3508,-99
11291,2691,1092,1129,-37
11292,2049,797,810,-13
11293,10572,5112,5178,-66
11294,1479,642,652,-10
11295,376,154,159,-5
11296,665,240,257,-17
11297,1464,566,586,-20
11298,1254,473,484,-11
11299,6168,2501,2574,-73
11300,1448,596,612,-16
11301,704,283,286,-3
11302,974,511,522,-11
11303,387,173,179,-6
11304,1867,656,678,-22
11305,1650,712,726,-14
11306,3690,1416,1455,-39
11307,895,372,391,-19
11308,3959,1586,1629,-43
11309,4298,1688,1727,-39
11310,2479,975,993,-18
11311,1277,501,542,-41
11312,4990,1881,1971,-90
11313,562,283,301,-18
11314,936,363,381,-18
11315,1603,660,677,-17
11316,1368,577,584,-7
11317,1081,479,482,-3
11318,1473,626,659,-33
11319,1266,521,533,-12
11320,7433,3050,3084,-34
11321,1493,638,655,-17
11322,442,185,189,-4
11323,2543,1066,1081,-15
11324,1155,416,431,-15
11325,1076,533,548,-15
11326,9460,3527,3654,-127
11327,3752,1723,1755,-32
11328,2962,1116,1136,-20
11329,1348,566,570,-4
11330,1538,554,575,-21
11331,1045,440,458,-18
11332,7318,2597,2713,-116
11333,2275,873,901,-28
11334,1249,522,543,-21
11335,6025,2452,2539,-87
11336,1528,639,667,-28
11337,690,340,344,-4
11338,1259,537,545,-8
11339,497,216,216,0
11340,1322,588,597,-9
11341,660,295,302,-7
11342,744,316,329,-13
11343,4480,1868,1938,-70
11344,3597,1369,1394,-25
11345,2068,816,837,-21
11346,996,401,407,-6
11347,677,271,277,-6
11348,1329,561,560,1
11349,4914,2319,2361,-42
11350,1267,519,528,-9
11351,1016,425,433,-8
11352,1502,608,633,-25
11353,469,212,218,-6
11354,3622,1506,1530,-24
11355,3693,1538,1574,-36
11356,47341,19306,19811,-505
11357,5614,2691,2766,-75
11358,518,211,219,-8
11359,474,186,189,-3
11360,2963,1258,1318,-60
11361,6821,2775,2821,-46
11362,1168,519,539,-20
11363,2006,820,841,-21
11364,23551,9369,9641,-272
11365,2571,1259,1278,-19
11366,458,172,185,-13
11367,3019,1148,1193,-45
11368,573,254,269,-15
11369,1727,707,719,-12
11370,373,156,164,-8
11371,584,326,331,-5
11372,1372,532,548,-16
11373,744,276,291,-15
11374,359,143,148,-5
11375,6570,2695,2841,-146
11376,61370,22188,22637,-449
11377,5495,2370,2448,-78
11378,1985,929,983,-54
11379,3043,1243,1278,-35
11380,1749,777,797,-20
11381,1503,579,607,-28
11382,1403,553,585,-32
11383,7058,2891,3011,-120
11384,3412,1499,1564,-65
11385,3716,1408,1460,-52
11386,1051,434,446,-12
11387,1218,643,655,-12
11388,938,310,329,-19
11389,2379,1229,1241,-12
11390,460,186,186,0
11391,11796,4100,4342,-242
11392,1062,371,391,-20
11393,2572,1158,1207,-49
11394,5228,2053,2109,-56
11395,3773,1769,1792,-23
11396,404,164,173,-9
11397,653,273,277,-4
11398,2021,747,777,-30
11399,1637,630,648,-18
11400,1851,666,691,-25
11401,2418,837,866,-29
11402,1379,545,550,-5
11403,3088,1210,1241,-31
11404,1031,403,420,-17
11405,1224,522,534,-12
11406,525,261,269,-8
11407,465,199,213,-14
11408,4168,1673,1738,-65
11409,604,260,269,-9
11410,4475,1741,1795,-54
11411,2975,1204,1224,-20
11412,2738,1056,1088,-32
11413,740,305,316,-11
11414,641,300,305,-5
11415,2870,1383,1396,-13
11416,1310,584,583,1
11417,1771,690,720,-30
11418,2917,1151,1227,-76
11419,357,162,167,-5
11420,1617,682,703,-21
11421,320,122,125,-3
11422,1535,686,696,-10
11423,1848,744,776,-32
11424,1732,641,669,-28
11425,1190,426,430,-4
11426,1635,760,758,2
11427,4137,1613,1651,-38
11428,1868,744,756,-12
11429,1947,771,796,-25
11430,3107,1170,1221,-51
11431,2991,1230,1278,-48
11432,8404,3375,3499,-124
11433,545,249,258,-9
11434,2312,991,1005,-14
11435,576,258,273,-15
11436,2642,1104,1166,-62
11437,1827,817,851,-34
11438,1473,564,578,-14
11439,7410,3158,3223,-65
11440,1516,544,579,-35
11441,1616,659,675,-16
11442,3086,1293,1342,-49
11443,1024,387,401,-14
11444,4040,1666,1698,-32
11445,1524,577,579,-2
11446,2304,930,955,-25
11447,4219,1638,1703,-65
11448,777,300,307,-7
11449,1273,543,558,-15
11450,1284,460,480,-20
11451,997,394,413,-19
11452,2360,962,1005,-43
11453,643,270,273,-3
11454,871,369,379,-10
11455,1924,798,798,0
11456,6374,3256,3265,-9
11457,10822,4637,4804,-167
11458,919,347,366,-19
11459,648,299,302,-3
11460,1001,449,461,-12
11461,3013,1175,1217,-42
11462,4088,1360,1415,-55
11463,441,247,254,-7
11464,3443,1371,1396,-25
11465,1861,747,754,-7
11466,541,230,241,-11
11467,4071,1582,1646,-64
11468,13415,6004,6129,-125
11469,6258,2634,2730,-96
11470,3493,1438,1467,-29
11471,4373,1600,1651,-51
11472,1335,558,584,-26
11473,1477,595,603,-8
11474,2532,1117,1146,-29
11475,3488,1380,1433,-53
11476,1497,568,585,-17
11477,1119,436,448,-12
11478,523,206,216,-10
11479,929,343,359,-16
11480,5043,1987,2074,-87
11481,1772,707,710,-3
11482,1373,579,596,-17
11483,5743,1879,1974,-95
11484,451,228,237,-9
11485,2906,1115,1144,-29
11486,4551,1712,1742,-30
11487,1002,390,409,-19
11488,867,350,360,-10
11489,1499,625,643,-18
11490,1817,757,764,-7
11491,1183,478,492,-14
11492,4102,1564,1617,-53
11493,4682,1910,1986,-76
11494,1401,525,521,4
11495,482,191,200,-9
11496,681,315,320,-5
11497,440,215,221,-6
11498,494,188,194,-6
11499,425,173,181,-8
11500,3413,1421,1466,-45
11501,939,398,418,-20
11502,4143,1675,1733,-58
11503,2233,964,966,-2
11504,582,297,313,-16
11505,473,235,244,-9
11506,1014,376,392,-16
11507,18335,8016,8271,-255
11508,5144,1793,1845,-52
11509,7848,3097,3214,-117
11510,11854,5768,5833,-65
11511,778,307,325,-18
11512,1024,402,415,-13
11513,32153,12570,13053,-483
11514,1382,542,560,-18
11515,5597,2306,2346,-40
11516,1037,423,438,-15
11517,3281,1220,1268,-48
11518,6305,2614,2687,-73
11519,1399,655,670,-15
11520,678,266,263,3
11521,8108,3188,3298,-110
11522,366,202,208,-6
11523,664,319,326,-7
11524,3395,1368,1399,-31
11525,1891,821,867,-46
11526,4651,1880,1941,-61
11527,3244,1427,1469,-42
11528,1086,407,427,-20
11529,8685,3539,3622,-83
11530,1828,724,757,-33
11531,1259,538,552,-14
11532,290,157,165,-8
11533,494,247,247,0
11534,2983,1133,1182,-49
11535,2121,943,999,-56
11536,2395,1182,1206,-24
11537,4425,1663,1704,-41
11538,635,303,314,-11
11539,346,137,143,-6
11540,2331,839,852,-13
11541,6627,2620,2664,-44
11542,2947,1271,1298,-27
11543,1040,387,406,-19
11544,1571,687,720,-33
11545,1488,547,563,-16
11546,709,328,344,-16
11547,2145,1155,1164,-9
11548,4083,1581,1593,-12
11549,5292,2039,2101,-62
11550,490,188,194,-6
11551,374,174,180,-6
11552,1078,434,448,-14
11553,869,328,337,-9
11554,801,347,360,-13
11555,2827,1149,1195,-46
11556,489,226,235,-9
11557,975,391,406,-15
11558,1664,616,633,-17
11559,2652,988,1011,-23
11560,438,193,203,-10
11561,675,270,281,-11
11562,568,246,254,-8
11563,1170,492,498,-6
11564,1245,532,532,0
11565,472,190,194,-4
11566,6530,2725,2794,-69
11567,431,197,201,-4
11568,961,367,386,-19
11569,1096,487,501,-14
11570,4631,1827,1861,-34
11571,1295,576,582,-6
11572,3380,1364,1399,-35
11573,844,350,352,-2
11574,548,214,222,-8
11575,1525,639,657,-18
11576,1778,724,732,-8
11577,990,380,396,-16
11578,2585,965,1006,-41
11579,1637,689,710,-21
11580,801,378,388,-10
11581,989,417,442,-25
11582,15217,5477,5811,-334
11583,577,250,266,-16
11584,1922,948,951,-3
11585,1315,579,602,-23
11586,1785,688,721,-33
11587,2589,1040,1068,-28
11588,7973,3477,3540,-63
11589,1602,670,699,-29
11590,5689,2284,2361,-77
11591,2660,1065,1110,-45
11592,1534,606,612,-6
11593,613,274,274,0
11594,2297,896,919,-23
11595,3904,1598,1637,-39
11596,436,189,204,-15
11597,8073,3138,3238,-100
11598,1666,725,752,-27
11599,1686,708,727,-19
11600,1505,685,696,-11
11601,41121,16399,17161,-762
11602,3967,1570,1598,-28
11603,427,167,168,-1
11604,1461,654,674,-20
11605,2613,1049,1063,-14
11606,8543,3848,4018,-170
11607,2012,761,773,-12
11608,1052,418,429,-11
11609,2895,1093,1135,-42
11610,497,209,202,7
11611,363,162,169,-7
11612,691,249,259,-10
11613,337,128,131,-3
11614,9571,3695,3838,-143
11615,4922,1903,1942,-39
11616,3476,1383,1461,-78
11617,4132,1674,1701,-27
11618,1855,834,858,-24
11619,2064,962,985,-23
11620,7987,3403,3484,-81
11621,3208,1267,1300,-33
11622,321,139,141,-2
11623,2828,1128,1165,-37
11624,4161,1592,1668,-76
11625,2023,911,938,-27
11626,4483,2027,2099,-72
11627,3824,1479,1507,-28
11628,1120,492,513,-21
11629,428,173,182,-9
11630,3789,1452,1501,-49
11631,2561,1038,1049,-11
11632,1613,701,719,-18
11633,10019,4040,4151,-111
11634,437,201,204,-3
11635,2589,1185,1230,-45
11636,415,179,185,-6
11637,7267,2779,2861,-82
11638,1165,434,461,-27
11639,1927,838,854,-16
11640,548,241,267,-26
11641,384,153,155,-2
11642,1469,571,606,-35
11643,3263,1283,1309,-26
11644,5115,1984,2061,-77
11645,3272,1332,1371,-39
11646,955,396,401,-5
11647,708,283,293,-10
11648,1560,710,713,-3
11649,432,206,218,-12
11650,1518,631,642,-11
11651,2523,1077,1092,-15
11652,1899,882,906,-24
11653,5294,2104,2169,-65
11654,489,218,224,-6
11655,690,364,368,-4
11656,1924,790,810,-20
11657,495,231,236,-5
11658,516,225,232,-7
11659,3562,1276,1314,-38
11660,3588,1706,1743,-37
11661,2918,1212,1242,-30
11662,21678,8487,8733,-246
11663,1390,605,609,-4
11664,2899,1254,1302,-48
11665,2125,886,911,-25
11666,4791,2010,2057,-47
11667,4557,1881,1951,-70
11668,1937,797,810,-13
11669,1153,543,564,-21
11670,954,368,379,-11
11671,1739,691,714,-23
11672,389,167,173,-6
11673,1461,581,596,-15
11674,1795,709,724,-15
11675,1450,573,591,-18
11676,936,428,434,-6
11677,1242,619,624,-5
11678,645,315,309,6
11679,783,300,312,-12
11680,553,227,223,4
11681,561,255,263,-8
11682,2625,979,1017,-38
11683,1235,528,536,-8
11684,1416,519,559,-40
11685,1742,688,705,-17
11686,1764,751,765,-14
11687,3111,1333,1392,-59
11688,8170,3042,3074,-32
11689,2386,969,986,-17
11690,1965,742,775,-33
11691,19327,7469,7663,-194
11692,1732,698,716,-18
11693,1741,742,758,-16
11694,1295,528,540,-12
11695,1490,702,746,-44
11696,1237,544,565,-21
11697,1844,822,861,-39
11698,8806,3088,3296,-208
11699,3085,1269,1292,-23
11700,1413,525,534,-9
11701,3170,1299,1324,-25
11702,1301,560,577,-17
11703,3348,1317,1333,-16
11704,347,153,157,-4
11705,2949,1415,1446,-31
11706,2814,1102,1122,-20
11707,612,277,287,-10
11708,943,350,366,-16
11709,626,263,278,-15
11710,2863,1271,1292,-21
11711,6226,2885,2948,-63
11712,295,126,131,-5
11713,329,141,151,-10
11714,441,185,189,-4
11715,7168,2772,2884,-112
11716,2801,1108,1154,-46
11717,664,269,283,-14
11718,3409,1271,1312,-41
11719,4863,2002,2046,-44
11720,385,144,154,-10
11721,2310,940,966,-26
11722,11627,4601,4746,-145
11723,4360,1740,1792,-52
11724,4276,1713,1777,-64
11725,1282,630,635,-5
11726,945,353,363,-10
11727,2125,865,899,-34
11728,5175,1957,2006,-49
11729,766,405,416,-11
11730,650,248,255,-7
11731,2585,1073,1101,-28
11732,3187,1371,1391,-20
11733,4691,1782,1845,-63
11734,5365,2123,2196,-73
11735,1158,475,498,-23
11736,4792,1721,1759,-38
11737,2007,848,867,-19
11738,4367,1788,1813,-25
11739,1694,683,708,-25
11740,3271,1407,1442,-35
11741,5762,2384,2433,-49
11742,4646,1990,2064,-74
11743,1407,549,549,0
11744,2335,977,1002,-25
11745,4104,1570,1593,-23
11746,18661,7245,7437,-192
11747,747,315,320,-5
11748,1468,602,618,-16
11749,10204,4011,4162,-151
11750,1776,847,848,-1
11751,1252,502,517,-15
11752,3716,1526,1570,-44
11753,565,248,258,-10
11754,2537,1025,1071,-46
11755,1292,546,576,-30
11756,2053,971,980,-9
11757,1187,473,492,-19
11758,1883,726,737,-11
11759,3641,1447,1517,-70
11760,1221,804,790,14
11761,3169,1072,1152,-80
11762,2960,1306,1365,-59
11763,430,183,186,-3
11764,995,369,376,-7
11765,999,453,467,-14
11766,938,384,392,-8
11767,1100,470,490,-20
11768,1960,726,751,-25
11769,7504,3624,3753,-129
11770,778,277,291,-14
11771,3449,1316,1356,-40
11772,1639,844,853,-9
11773,5385,2333,2407,-74
11774,2050,774,781,-7
11775,4806,2514,2614,-100
11776,550,212,224,-12
11777,2948,1107,1142,-35
11778,814,333,344,-11
11779,2129,838,874,-36
11780,2381,981,1012,-31
11781,12905,5229,5337,-108
11782,2391,953,969,-16
11783,3143,1102,1146,-44
11784,3703,1675,1742,-67
11785,3943,1611,1647,-36
11786,724,372,389,-17
11787,1040,422,433,-11
11788,3651,1540,1555,-15
11789,4038,1779,1830,-51
11790,1452,542,539,3
11791,9491,3392,3583,-191
11792,652,265,277,-12
11793,1828,784,830,-46
11794,690,294,306,-12
11795,1373,526,540,-14
11796,1824,758,764,-6
11797,1583,642,656,-14
11798,1452,604,598,6
11799,1302,514,534,-20
11800,610,266,278,-12
11801,2131,916,940,-24
11802,1985,843,870,-27
11803,6454,2579,2722,-143
11804,2897,1073,1096,-23
11805,2381,947,983,-36
11806,354,158,168,-10
11807,4481,1770,1828,-58
11808,11740,4633,4668,-35
11809,2636,1028,1057,-29
11810,360,152,156,-4
11811,795,330,348,-18
11812,2521,986,1021,-35
11813,4317,1642,1713,-71
11814,2878,1152,1199,-47
11815,7280,3412,3417,-5
11816,1805,792,814,-22
11817,6225,2608,2664,-56
11818,1719,732,751,-19
11819,3845,1830,1830,0
11820,696,284,294,-10
11821,1222,510,516,-6
11822,2621,1028,1058,-30
11823,1636,698,725,-27
11824,4572,1986,2053,-67
11825,1489,804,827,-23
11826,1381,549,571,-22
11827,5124,2066,2159,-93
11828,4600,1841,1861,-20
11829,42586,16665,17012,-347
11830,1582,632,655,-23
11831,3010,1229,1255,-26
11832,374,138,145,-7
11833,506,220,226,-6
11834,256,112,117,-5
11835,813,320,321,-1
11836,1123,456,464,-8
11837,878,364,379,-15
11838,2685,1156,1169,-13
11839,4808,2040,2081,-41
11840,1055,459,470,-11
11841,838,421,447,-26
11842,1910,773,799,-26
11843,370,176,186,-10
11844,6724,2676,2751,-75
11845,1947,695,717,-22
11846,5410,2100,2123,-23
11847,318,149,156,-7
11848,2223,918,948,-30
11849,1833,706,720,-14
11850,577,243,250,-7
11851,1475,601,640,-39
11852,3958,1504,1553,-49
11853,898,364,376,-12
11854,438,193,202,-9
11855,2940,1155,1155,0
11856,1845,678,711,-33
11857,4711,1732,1772,-40
11858,670,260,267,-7
